timestamp,open,high,low,close,volume
2024-01-05 22:00:00,151.2995,152.0714,151.1942,152.0507,949.48
2024-01-05 23:00:00,152.0507,152.4567,149.7582,150.0649,1092.96
2024-01-06 00:00:00,150.0649,150.0926,148.8959,148.9248,1050.98
2024-01-06 01:00:00,148.9248,149.6254,148.5864,149.3742,1047.41
2024-01-06 02:00:00,149.3742,149.5525,148.2097,148.8939,1061.47
2024-01-06 03:00:00,148.8939,149.7366,148.445,149.2925,1092.42
2024-01-06 04:00:00,149.2925,149.5589,148.0835,148.3604,683.81
2024-01-06 05:00:00,148.3604,148.4678,147.0266,147.465,945.33
2024-01-06 06:00:00,147.465,148.0784,147.3802,147.8373,672.97
2024-01-06 07:00:00,147.8373,148.3535,144.9726,145.2028,1005.41
2024-01-06 08:00:00,145.2028,145.6175,144.7872,145.1292,999.31
2024-01-06 09:00:00,145.1292,145.2471,144.0511,144.3869,1156.83
2024-01-06 10:00:00,144.3869,144.6991,144.1692,144.3035,1178.15
2024-01-06 11:00:00,144.3035,144.4459,142.9837,143.0012,1030.42
2024-01-06 12:00:00,143.0012,144.1372,142.8366,144.0979,924.95
2024-01-06 13:00:00,144.0979,144.6471,142.8428,142.8991,1072.77
2024-01-06 14:00:00,142.8991,143.1776,141.304,141.3875,920.81
2024-01-06 15:00:00,141.3875,141.569,141.1914,141.2388,999.79
2024-01-06 16:00:00,141.2388,141.9494,141.0055,141.7893,1147.92
2024-01-06 17:00:00,141.7893,142.1102,141.454,141.6961,916.33
2024-01-06 18:00:00,141.6961,142.3065,141.2102,142.1102,1120.85
2024-01-06 19:00:00,142.1102,142.4595,141.436,142.3311,1101.61
2024-01-06 20:00:00,142.3311,142.3879,140.031,140.3315,856.78
2024-01-06 21:00:00,140.3315,140.4301,138.347,138.7033,1146.08
2024-01-06 22:00:00,138.7033,138.8119,136.9781,137.2843,1104.78
2024-01-06 23:00:00,137.2843,139.0952,136.7263,138.699,1015.29
2024-01-07 00:00:00,138.699,138.8019,137.2997,137.3294,885.65
2024-01-07 01:00:00,137.3294,137.7725,136.8632,137.1425,871.12
2024-01-07 02:00:00,137.1425,137.4626,135.9407,136.48,919.35
2024-01-07 03:00:00,136.48,136.5795,136.1971,136.352,1081.39
2024-01-07 04:00:00,136.352,137.1468,136.2405,136.8124,856.66
2024-01-07 05:00:00,136.8124,136.9274,135.3122,135.5802,1065.63
2024-01-07 06:00:00,135.5802,135.6195,134.8192,134.8226,813.74
2024-01-07 07:00:00,134.8226,134.9272,133.5261,133.6159,969.39
2024-01-07 08:00:00,133.6159,134.2012,132.2951,132.5996,1016.45
2024-01-07 09:00:00,132.5996,133.6684,131.985,133.0453,1366.77
2024-01-07 10:00:00,133.0453,133.0661,132.3507,132.8863,793.4
2024-01-07 11:00:00,132.8863,133.8866,132.5455,133.8386,1220.8
2024-01-07 12:00:00,133.8386,134.1615,131.7472,132.0234,1022.48
2024-01-07 13:00:00,132.0234,132.454,131.7669,132.2003,1061.68
2024-01-07 14:00:00,132.2003,132.3003,130.3178,130.5097,1017.75
2024-01-07 15:00:00,130.5097,130.5174,129.3233,129.4561,1066.71
2024-01-07 16:00:00,129.4561,129.5503,128.752,129.1269,976.95
2024-01-07 17:00:00,129.1269,129.3769,128.6231,128.8138,1218.11
2024-01-07 18:00:00,128.8138,131.0685,128.5918,130.5917,931.53
2024-01-07 19:00:00,130.5917,131.2136,127.5357,127.7267,1169.84
2024-01-07 20:00:00,127.7267,128.8848,127.6245,128.5496,903.34
2024-01-07 21:00:00,128.5496,128.6872,126.1163,126.6514,990.96
2024-01-07 22:00:00,126.6514,127.7019,126.6263,127.6139,839.21
2024-01-07 23:00:00,127.6139,128.1951,126.5047,126.6716,1068.25
2024-01-08 00:00:00,126.6716,127.0034,125.3493,125.7333,1216.77
2024-01-08 01:00:00,125.7333,126.0219,124.8164,125.3209,988.4
2024-01-08 02:00:00,125.3209,125.4252,123.806,124.3247,970.47
2024-01-08 03:00:00,124.3247,124.8224,123.9169,124.7003,832.81
2024-01-08 04:00:00,124.7003,124.7856,123.3978,123.4744,965.61
2024-01-08 05:00:00,123.4744,123.53,121.9477,122.3528,761.08
2024-01-08 06:00:00,122.3528,122.5386,121.8023,121.8059,863.07
2024-01-08 07:00:00,121.8059,122.5631,121.7451,122.4613,1034.02
2024-01-08 08:00:00,122.4613,123.4006,122.1333,123.0815,1197.85
2024-01-08 09:00:00,123.0815,123.424,121.322,121.4411,1421.38
2024-01-08 10:00:00,121.4411,121.443,120.6951,120.7132,912.01
2024-01-08 11:00:00,120.7132,121.4925,120.1409,120.5317,1215.3
2024-01-08 12:00:00,120.5317,120.9097,120.5163,120.8428,1036.56
2024-01-08 13:00:00,120.8428,121.2727,119.4445,119.4684,977.31
2024-01-08 14:00:00,119.4684,119.4959,117.9199,118.4591,1064.89
2024-01-08 15:00:00,118.4591,119.3421,118.1909,119.1679,1009.29
2024-01-08 16:00:00,119.1679,119.1849,118.1173,118.1208,1016.56
2024-01-08 17:00:00,118.1208,118.5525,118.0461,118.5013,938.75
2024-01-08 18:00:00,118.5013,118.7352,116.901,116.9143,790.28
2024-01-08 19:00:00,116.9143,117.0434,115.2222,115.2831,768.46
2024-01-08 20:00:00,115.2831,115.5385,114.3383,114.663,1097.99
2024-01-08 21:00:00,114.663,116.7729,114.6177,116.5733,958.49
2024-01-08 22:00:00,116.5733,116.8989,115.9026,116.1264,910.59
2024-01-08 23:00:00,116.1264,116.2364,113.7237,114.0988,1001.28
2024-01-09 00:00:00,114.0988,114.1847,113.2775,113.4308,1119.24
2024-01-09 01:00:00,113.4308,114.5377,113.3134,114.4015,1027.05
2024-01-09 02:00:00,114.4015,114.4941,111.3056,111.8416,901.59
2024-01-09 03:00:00,111.8416,112.1223,111.4696,111.5064,1183.94
2024-01-09 04:00:00,111.5064,112.7813,111.2077,112.2318,1236.88
2024-01-09 05:00:00,112.2318,112.3325,110.5787,110.8964,1074.18
2024-01-09 06:00:00,110.8964,111.4937,110.3952,110.703,1146.05
2024-01-09 07:00:00,110.703,111.1515,110.0596,110.0713,1186.29
2024-01-09 08:00:00,110.0713,110.4804,109.7135,109.967,1169.51
2024-01-09 09:00:00,109.967,110.5865,109.6419,110.3179,1092.11
2024-01-09 10:00:00,110.3179,110.5337,108.656,108.7593,1089.75
2024-01-09 11:00:00,108.7593,109.2101,108.5832,108.697,1077.95
2024-01-09 12:00:00,108.697,109.5863,105.6504,106.0366,835.4
2024-01-09 13:00:00,106.0366,107.2958,105.7066,107.1327,1105.11
2024-01-09 14:00:00,107.1327,107.8589,105.9524,105.9921,796.63
2024-01-09 15:00:00,105.9921,106.1225,104.8133,105.1866,880.81
2024-01-09 16:00:00,105.1866,105.3544,104.8583,104.954,1195.53
2024-01-09 17:00:00,104.954,105.0936,104.819,104.8842,1126.03
2024-01-09 18:00:00,104.8842,105.8475,104.8236,105.3792,1223.11
2024-01-09 19:00:00,105.3792,105.4684,102.9069,103.0803,959.25
2024-01-09 20:00:00,103.0803,103.6907,103.0044,103.6609,827.16
2024-01-09 21:00:00,103.6609,103.6867,102.5928,102.744,963.93
2024-01-09 22:00:00,102.744,102.9812,102.1757,102.3641,1015.3
2024-01-09 23:00:00,102.3641,103.0268,102.2707,102.9234,1011.85
2024-01-10 00:00:00,102.9234,103.1239,101.9261,102.0467,1170.05
2024-01-10 01:00:00,102.0467,102.3875,101.9734,102.181,945.81
2024-01-10 02:00:00,102.181,102.4504,100.4005,100.4825,1052.81
2024-01-10 03:00:00,100.4825,100.9711,99.2024,99.5443,851.71
2024-01-10 04:00:00,99.5443,99.8353,99.2725,99.4169,1067.55
2024-01-10 05:00:00,99.4169,99.6832,98.8536,99.2849,1000.47
2024-01-10 06:00:00,99.2849,99.6856,98.3785,98.7271,887.53
2024-01-10 07:00:00,98.7271,98.7845,96.5783,97.2133,964.63
2024-01-10 08:00:00,97.2133,98.0693,96.6547,97.6481,972.37
2024-01-10 09:00:00,97.6481,97.7809,97.2446,97.2533,959.48
2024-01-10 10:00:00,97.2533,99.0161,97.244,98.5796,1265.7
2024-01-10 11:00:00,98.5796,98.6191,97.5268,97.5621,985.23
2024-01-10 12:00:00,97.5621,97.6396,94.5087,94.873,963.42
2024-01-10 13:00:00,94.873,95.3424,94.0187,94.8206,685.38
2024-01-10 14:00:00,94.8206,94.9291,93.2559,93.3747,865.87
2024-01-10 15:00:00,93.3747,93.8502,92.9063,93.5678,960.54
2024-01-10 16:00:00,93.5678,93.9224,93.2295,93.7878,897.12
2024-01-10 17:00:00,93.7878,94.1307,93.6739,93.995,1207.26
2024-01-10 18:00:00,93.995,94.4647,91.7161,91.942,975.26
2024-01-10 19:00:00,91.942,92.1332,91.2286,91.4969,1193.27
2024-01-10 20:00:00,91.4969,91.6585,89.6994,89.7973,1009.26
2024-01-10 21:00:00,89.7973,91.2243,89.3691,90.88,1005.58
2024-01-10 22:00:00,90.88,91.5982,89.1039,89.6551,986.68
2024-01-10 23:00:00,89.6551,89.8911,89.4757,89.5764,1000.57
2024-01-11 00:00:00,89.5764,90.0824,88.727,89.2985,1257.82
2024-01-11 01:00:00,89.2985,90.6809,89.2878,90.4331,652.06
2024-01-11 02:00:00,90.4331,90.5074,89.0847,89.6108,699.77
2024-01-11 03:00:00,89.6108,90.4056,89.5828,90.3518,918.52
2024-01-11 04:00:00,90.3518,93.8133,90.3125,93.7373,1002.18
2024-01-11 05:00:00,93.7373,93.7851,91.4028,91.5124,1103.52
2024-01-11 06:00:00,91.5124,92.2344,90.5588,92.1734,1070.96
2024-01-11 07:00:00,92.1734,95.3314,91.918,95.0289,942.36
2024-01-11 08:00:00,95.0289,96.6039,94.8167,96.3919,1152.86
2024-01-11 09:00:00,96.3919,96.5907,93.3483,93.639,1154.53
2024-01-11 10:00:00,93.639,94.9057,93.5305,94.7901,1027.61
2024-01-11 11:00:00,94.7901,96.0334,94.6432,95.8665,1144.4
2024-01-11 12:00:00,95.8665,97.5736,95.5939,97.4847,1040.9
2024-01-11 13:00:00,97.4847,98.0952,95.8114,95.8207,915.78
2024-01-11 14:00:00,95.8207,96.9486,95.7371,96.9224,1104.67
2024-01-11 15:00:00,96.9224,98.3411,96.9182,98.249,1016.59
2024-01-11 16:00:00,98.249,98.7095,98.148,98.4834,1000.2
2024-01-11 17:00:00,98.4834,98.7931,98.2157,98.3431,1220.94
2024-01-11 18:00:00,98.3431,99.4188,97.7621,99.0455,632.37
2024-01-11 19:00:00,99.0455,99.3121,98.3611,98.5611,787.35
2024-01-11 20:00:00,98.5611,100.0002,98.2665,99.979,821.94
2024-01-11 21:00:00,99.979,100.5651,99.5463,100.4649,945.51
2024-01-11 22:00:00,100.4649,101.3875,100.4473,101.3722,961.81
2024-01-11 23:00:00,101.3722,101.6018,101.2255,101.2507,773.9
2024-01-12 00:00:00,101.2507,102.8507,101.0426,102.5806,852.23
2024-01-12 01:00:00,102.5806,103.7439,102.3313,103.522,870.87
2024-01-12 02:00:00,103.522,103.5699,102.942,103.3447,1368.61
2024-01-12 03:00:00,103.3447,104.2061,103.2226,104.0102,1270.26
2024-01-12 04:00:00,104.0102,104.4443,103.8348,104.2798,938.24
2024-01-12 05:00:00,104.2798,104.8022,104.2658,104.7458,945.46
2024-01-12 06:00:00,104.7458,105.1803,104.5933,104.677,827.62
2024-01-12 07:00:00,104.677,106.0363,104.3746,106.0159,713.78
2024-01-12 08:00:00,106.0159,106.272,105.7986,106.1934,982.47
2024-01-12 09:00:00,106.1934,108.7241,106.1745,108.4542,850.32
2024-01-12 10:00:00,108.4542,108.6038,107.8866,108.5468,987.27
2024-01-12 11:00:00,108.5468,108.9833,107.5177,108.1053,759.97
2024-01-12 12:00:00,108.1053,108.5061,107.6909,107.6946,885.7
2024-01-12 13:00:00,107.6946,108.298,107.6283,107.9236,1022.29
2024-01-12 14:00:00,107.9236,110.3507,107.8926,110.2749,1054.93
2024-01-12 15:00:00,110.2749,110.384,110.0323,110.0407,1062.62
2024-01-12 16:00:00,110.0407,111.4461,109.973,110.7231,801.93
2024-01-12 17:00:00,110.7231,111.07,109.1675,109.4518,1128.2
2024-01-12 18:00:00,109.4518,112.186,109.1185,112.0979,879.97
2024-01-12 19:00:00,112.0979,112.5496,111.7463,112.2279,1094.93
2024-01-12 20:00:00,112.2279,112.4423,111.1565,111.4845,998.4
2024-01-12 21:00:00,111.4845,113.1033,111.3979,112.5041,793.54
2024-01-12 22:00:00,112.5041,113.9538,112.1307,113.6008,952.57
2024-01-12 23:00:00,113.6008,114.1915,113.4714,113.9403,1054.8
2024-01-13 00:00:00,113.9403,114.2437,113.1898,114.173,1091.94
2024-01-13 01:00:00,114.173,115.3158,113.6618,114.8325,978.85
2024-01-13 02:00:00,114.8325,115.5889,114.5826,115.2221,1229.77
2024-01-13 03:00:00,115.2221,116.129,115.0548,116.0543,1151.13
2024-01-13 04:00:00,116.0543,118.1643,115.9317,117.6179,961.5
2024-01-13 05:00:00,117.6179,118.1134,114.8843,114.8958,1112.52
2024-01-13 06:00:00,114.8958,117.6525,114.8023,117.2681,1290.07
2024-01-13 07:00:00,117.2681,118.2344,116.9533,118.1073,1294.07
2024-01-13 08:00:00,118.1073,118.8675,117.9045,118.7114,815.8
2024-01-13 09:00:00,118.7114,118.9552,118.4268,118.6855,861.02
2024-01-13 10:00:00,118.6855,118.758,117.9425,118.0861,1222.74
2024-01-13 11:00:00,118.0861,120.7949,117.6255,120.2624,841.26
